Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.81     0.00    20292     0.00     0.00  check_node
  0.00      2.81     0.00    19536     0.00     0.00  add_to_mod_list
  0.00      2.81     0.00    15972     0.00     0.00  get_track_to_ipins
  0.00      2.81     0.00     6904     0.00     0.00  my_chunk_malloc
  0.00      2.81     0.00     5604     0.00     0.00  insert_in_int_list
  0.00      2.81     0.00     4742     0.00     0.00  print_netlist
  0.00      2.81     0.00     4627     0.00     0.00  alloc_rt_node
  0.00      2.81     0.00     4627     0.00     0.00  alloc_trace_data
  0.00      2.81     0.00     3774     0.00     0.00  my_atoi
  0.00      2.81     0.00     3302     0.00     0.00  FreeTokens
  0.00      2.81     0.00     3287     0.00     0.00  CountTokens
  0.00      2.81     0.00     2943     0.00     0.00  ReadLineTokens
  0.00      2.81     0.00     1359     0.00     0.00  my_strdup
  0.00      2.81     0.00     1120     0.00     0.00  get_unidir_opin_connections
  0.00      2.81     0.00      954     0.00     0.00  pathfinder_update_one_cost
  0.00      2.81     0.00      649     0.00     0.00  hash_value
  0.00      2.81     0.00      649     0.00     0.00  insert_in_hash_table
  0.00      2.81     0.00      551     0.00     0.00  ezxml_decode
  0.00      2.81     0.00      479     0.00     0.00  free_traceback
  0.00      2.81     0.00      478     0.00     0.00  load_net_rr_terminals
  0.00      2.81     0.00      477     0.00     0.00  add_route_tree_to_heap
  0.00      2.81     0.00      477     0.00     0.00  empty_heap
  0.00      2.81     0.00      477     0.00     0.00  free_route_tree
  0.00      2.81     0.00      477     0.00     0.00  heapsort
  0.00      2.81     0.00      477     0.00     0.00  init_route_tree_to_source
  0.00      2.81     0.00      477     0.00     0.00  load_rt_subtree_Tdel
  0.00      2.81     0.00      477     0.00     0.00  mark_ends
  0.00      2.81     0.00      477     0.00     0.00  reset_path_costs
  0.00      2.81     0.00      477     0.00     0.00  update_net_delays_from_route_tree
  0.00      2.81     0.00      477     0.00     0.00  update_route_tree
  0.00      2.81     0.00      477     0.00     0.00  update_traceback
  0.00      2.81     0.00      450     0.00     0.00  FreeNode
  0.00      2.81     0.00      437     0.00     0.00  alloc_matrix
  0.00      2.81     0.00      431     0.00     0.00  ezxml_char_content
  0.00      2.81     0.00      430     0.00     0.00  free_matrix
  0.00      2.81     0.00      361     0.00     0.00  get_first_pin
  0.00      2.81     0.00      276     0.00     0.00  load_one_fb_fanout_count
  0.00      2.81     0.00      226     0.00     0.00  CountTokensInString
  0.00      2.81     0.00      222     0.00     0.00  ezxml_close_tag
  0.00      2.81     0.00      222     0.00     0.00  ezxml_cut
  0.00      2.81     0.00      222     0.00     0.00  ezxml_free
  0.00      2.81     0.00      222     0.00     0.00  ezxml_free_attr
  0.00      2.81     0.00      222     0.00     0.00  ezxml_open_tag
  0.00      2.81     0.00      221     0.00     0.00  ezxml_add_child
  0.00      2.81     0.00      221     0.00     0.00  ezxml_insert
  0.00      2.81     0.00      183     0.00     0.00  ezxml_attr
  0.00      2.81     0.00      180     0.00     0.00  ezxml_set_txt
  0.00      2.81     0.00      173     0.00     0.00  GetNodeTokens
  0.00      2.81     0.00      171     0.00     0.00  my_calloc
  0.00      2.81     0.00      143     0.00     0.00  FindProperty
  0.00      2.81     0.00      139     0.00     0.00  get_next_hash
  0.00      2.81     0.00      125     0.00     0.00  ezxml_set_attr
  0.00      2.81     0.00      124     0.00     0.00  load_timing_graph_net_delays
  0.00      2.81     0.00      123     0.00     0.00  get_std_dev
  0.00      2.81     0.00      123     0.00     0.00  load_criticalities
  0.00      2.81     0.00      123     0.00     0.00  update_screen
  0.00      2.81     0.00      121     0.00     0.00  load_sblock_pattern_lookup
  0.00      2.81     0.00       57     0.00     0.00  alloc_ivector_and_copy_int_list
  0.00      2.81     0.00       43     0.00     0.00  ezxml_child
  0.00      2.81     0.00       41     0.00     0.00  FindElement
  0.00      2.81     0.00       36     0.00     0.00  comp_width
  0.00      2.81     0.00        6     0.00     0.00  ParseFc
  0.00      2.81     0.00        6     0.00     0.00  alloc_and_load_grid
  0.00      2.81     0.00        6     0.00     0.00  insert_in_vptr_list
  0.00      2.81     0.00        5     0.00     0.00  alloc_matrix3
  0.00      2.81     0.00        5     0.00     0.00  my_realloc
  0.00      2.81     0.00        4     0.00     0.00  free_chunk_memory
  0.00      2.81     0.00        4     0.00     0.00  free_matrix3
  0.00      2.81     0.00        4     0.00     0.00  get_class_range_for_block
  0.00      2.81     0.00        3     0.00     0.00  ProcessOption
  0.00      2.81     0.00        3     0.00     0.00  Process_Fc
  0.00      2.81     0.00        3     0.00     0.00  alloc_and_load_pin_to_track_map
  0.00      2.81     0.00        3     0.00     0.00  free_ivec_vector
  0.00      2.81     0.00        3     0.00     0.00  free_matrix4
  0.00      2.81     0.00        2     0.00     0.00  ProcessCB_SB
  0.00      2.81     0.00        2     0.00     0.00  ProcessChanWidthDistrDir
  0.00      2.81     0.00        2     0.00     0.00  alloc_hash_table
  0.00      2.81     0.00        2     0.00     0.00  alloc_matrix4
  0.00      2.81     0.00        2     0.00     0.00  free_hash_table
  0.00      2.81     0.00        2     0.00     0.00  free_rr_graph
  0.00      2.81     0.00        2     0.00     0.00  init_chan
  0.00      2.81     0.00        2     0.00     0.00  load_chan_rr_indices
  0.00      2.81     0.00        2     0.00     0.00  load_rr_indexed_data_T_values
  0.00      2.81     0.00        2     0.00     0.00  my_fopen
  0.00      2.81     0.00        2     0.00     0.00  print_rr_node
  0.00      2.81     0.00        1     0.00     0.00  ReadInt
  0.00      2.81     0.00        1     0.00     0.00  XmlReadArch
  0.00      2.81     0.00        1     0.00     0.00  add_rr_graph_C_from_switches
  0.00      2.81     0.00        1     0.00     0.00  alloc_and_load_rr_indexed_data
  0.00      2.81     0.00        1     0.00     0.00  alloc_and_load_rr_node_indices
  0.00      2.81     0.00        1     0.00     0.00  alloc_and_load_rr_node_route_structs
  0.00      2.81     0.00        1     0.00     0.00  alloc_and_load_seg_details
  0.00      2.81     0.00        1     0.00     0.00  alloc_and_load_timing_graph
  0.00      2.81     0.00        1     0.00     0.00  alloc_and_load_timing_graph_levels
  0.00      2.81     0.00        1     0.00     0.40  alloc_lookups_and_criticalities
  0.00      2.81     0.00        1     0.00     0.00  alloc_net_delay
  0.00      2.81     0.00        1     0.00     0.00  alloc_route_structs
  0.00      2.81     0.00        1     0.00     0.00  alloc_route_tree_timing_structs
  0.00      2.81     0.00        1     0.00     0.00  alloc_sblock_pattern_lookup
  0.00      2.81     0.00        1     0.00     0.00  alloc_timing_driven_route_structs
  0.00      2.81     0.00        1     0.00     0.37  build_rr_graph
  0.00      2.81     0.00        1     0.00     0.01  check_netlist
  0.00      2.81     0.00        1     0.00     0.00  check_rr_graph
  0.00      2.81     0.00        1     0.00     0.00  check_timing_graph
  0.00      2.81     0.00        1     0.00     0.40  compute_delay_lookup_tables
  0.00      2.81     0.00        1     0.00     0.00  ezxml_new
  0.00      2.81     0.00        1     0.00     0.00  ezxml_parse_fd
  0.00      2.81     0.00        1     0.00     0.00  ezxml_parse_file
  0.00      2.81     0.00        1     0.00     0.00  ezxml_parse_str
  0.00      2.81     0.00        1     0.00     0.00  ezxml_str2utf8
  0.00      2.81     0.00        1     0.00     0.00  free_int_list
  0.00      2.81     0.00        1     0.00     0.00  free_lookups_and_criticalities
  0.00      2.81     0.00        1     0.00     0.00  free_net_delay
  0.00      2.81     0.00        1     0.00     0.00  free_route_structs
  0.00      2.81     0.00        1     0.00     0.00  free_route_tree_timing_structs
  0.00      2.81     0.00        1     0.00     0.00  free_rr_node_indices
  0.00      2.81     0.00        1     0.00     0.00  free_rr_node_route_structs
  0.00      2.81     0.00        1     0.00     0.00  free_sblock_pattern_lookup
  0.00      2.81     0.00        1     0.00     0.00  free_seg_details
  0.00      2.81     0.00        1     0.00     0.00  free_timing_driven_route_structs
  0.00      2.81     0.00        1     0.00     0.00  free_timing_graph
  0.00      2.81     0.00        1     0.00     0.00  free_trace_structs
  0.00      2.81     0.00        1     0.00     0.00  init_draw_coords
  0.00      2.81     0.00        1     0.00     0.00  init_route_structs
  0.00      2.81     0.00        1     0.00     0.00  post_place_sync
  0.00      2.81     0.00        1     0.00     0.00  print_place
  0.00      2.81     0.00        1     0.00     0.00  read_netlist
  0.00      2.81     0.00        1     0.00     0.00  start_hash_table_iterator
  0.00      2.81     0.00        1     0.00     0.00  sync_nets_to_blocks
  0.00      2.81     0.00        1     0.00     2.79  try_place

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.36% of 2.81 seconds

index % time    self  children    called     name
                0.00    2.79       1/1           place_and_route [2]
[1]     99.2    0.00    2.79       1         try_place [1]
                1.17    1.17  869998/869998      try_swap [3]
                0.00    0.40       1/1           alloc_lookups_and_criticalities [5]
                0.02    0.00       2/2           comp_bb_cost [20]
                0.01    0.00     139/139         comp_td_costs [21]
                0.01    0.00     511/511         get_mst_of_net [27]
                0.01    0.00     124/124         load_net_slack [28]
                0.00    0.00     138/3022684     my_irand [32]
                0.00    0.00    2086/383841      my_malloc [43]
                0.00    0.00     124/124         load_timing_graph_net_delays [101]
                0.00    0.00     123/123         update_screen [104]
                0.00    0.00     123/123         get_std_dev [102]
                0.00    0.00     123/123         load_criticalities [103]
                0.00    0.00       5/171         my_calloc [97]
                0.00    0.00       1/2           init_chan [128]
                0.00    0.00       1/437         alloc_matrix [82]
                0.00    0.00       1/1           init_draw_coords [161]
                0.00    0.00       1/430         free_matrix [84]
                0.00    0.00       1/1           free_net_delay [151]
                0.00    0.00       1/1           free_lookups_and_criticalities [150]
-----------------------------------------------
                                                 <spontaneous>
[2]     99.2    0.00    2.79                 place_and_route [2]
                0.00    2.79       1/1           try_place [1]
                0.00    0.00       1/1           print_place [164]
                0.00    0.00       1/1           post_place_sync [163]
-----------------------------------------------
                1.17    1.17  869998/869998      try_place [1]
[3]     83.2    1.17    1.17  869998         try_swap [3]
                0.43    0.00 25424969/25584958     comp_td_point_to_point_delay [4]
                0.38    0.00 12628718/12629702     get_non_updateable_bb [7]
                0.21    0.00 15636765/15637785     get_net_cost [12]
                0.07    0.00  315164/315200      get_bb_from_scratch [14]
                0.06    0.00 3008047/3008047     update_bb [15]
                0.00    0.00 3022546/3022684     my_irand [32]
                0.00    0.00  638248/638248      my_frand [42]
                0.00    0.00       4/383841      my_malloc [43]
-----------------------------------------------
                0.00    0.00  159989/25584958     comp_td_costs [21]
                0.43    0.00 25424969/25584958     try_swap [3]
[4]     15.5    0.44    0.00 25584958         comp_td_point_to_point_delay [4]
-----------------------------------------------
                0.00    0.40       1/1           try_place [1]
[5]     14.4    0.00    0.40       1         alloc_lookups_and_criticalities [5]
                0.00    0.40       1/1           compute_delay_lookup_tables [6]
                0.00    0.00       1/1           alloc_and_load_timing_graph [34]
                0.00    0.00     511/6904        my_chunk_malloc [55]
                0.00    0.00       1/1           alloc_net_delay [137]
                0.00    0.00       1/383841      my_malloc [43]
-----------------------------------------------
                0.00    0.40       1/1           alloc_lookups_and_criticalities [5]
[6]     14.2    0.00    0.40       1         compute_delay_lookup_tables [6]
                0.00    0.37       1/1           build_rr_graph [8]
                0.00    0.03     361/361         get_first_pin [16]
                0.00    0.00     153/383841      my_malloc [43]
                0.00    0.00       7/437         alloc_matrix [82]
                0.00    0.00       3/430         free_matrix [84]
                0.00    0.00       2/2           free_rr_graph [127]
                0.00    0.00       1/2           init_chan [128]
                0.00    0.00       1/1           alloc_route_structs [138]
                0.00    0.00       1/1           alloc_and_load_rr_node_route_structs [134]
                0.00    0.00       1/1           alloc_route_tree_timing_structs [139]
                0.00    0.00       1/1           alloc_timing_driven_route_structs [141]
                0.00    0.00       1/1           init_route_structs [162]
                0.00    0.00       1/1           free_rr_node_route_structs [155]
                0.00    0.00       1/1           free_trace_structs [160]
                0.00    0.00       1/1           free_route_structs [152]
                0.00    0.00       1/1           free_route_tree_timing_structs [153]
                0.00    0.00       1/1           free_timing_driven_route_structs [158]
-----------------------------------------------
                0.00    0.00     984/12629702     comp_bb_cost [20]
                0.38    0.00 12628718/12629702     try_swap [3]
[7]     13.5    0.38    0.00 12629702         get_non_updateable_bb [7]
-----------------------------------------------
                0.00    0.37       1/1           compute_delay_lookup_tables [6]
[8]     13.2    0.00    0.37       1         build_rr_graph [8]
                0.01    0.33   55176/55176       get_track_to_tracks [9]
                0.00    0.01    1120/1120        get_unidir_opin_connections [24]
                0.01    0.00   17092/17092       alloc_and_load_edges_and_switches [25]
                0.00    0.01     121/121         load_sblock_pattern_lookup [30]
                0.00    0.00   15972/15972       get_track_to_ipins [35]
                0.00    0.00   25078/1421350     get_rr_node_index [18]
                0.00    0.00   29040/18463104     get_seg_start [13]
                0.00    0.00       1/1           alloc_and_load_rr_node_indices [38]
                0.00    0.00       1/1           alloc_and_load_rr_indexed_data [40]
                0.00    0.00       1/478         load_net_rr_terminals [39]
                0.00    0.00   29040/29040       get_seg_end [50]
                0.00    0.00    6462/383841      my_malloc [43]
                0.00    0.00       3/3           alloc_and_load_pin_to_track_map [119]
                0.00    0.00       3/3           free_matrix4 [121]
                0.00    0.00       2/2           print_rr_node [130]
                0.00    0.00       2/5           alloc_matrix3 [112]
                0.00    0.00       2/437         alloc_matrix [82]
                0.00    0.00       2/4           get_class_range_for_block [116]
                0.00    0.00       2/430         free_matrix [84]
                0.00    0.00       2/4           free_matrix3 [115]
                0.00    0.00       1/1           alloc_and_load_seg_details [135]
                0.00    0.00       1/1           alloc_sblock_pattern_lookup [140]
                0.00    0.00       1/1           add_rr_graph_C_from_switches [133]
                0.00    0.00       1/6904        my_chunk_malloc [55]
                0.00    0.00       1/1           check_rr_graph [142]
                0.00    0.00       1/1           free_seg_details [157]
                0.00    0.00       1/1           free_sblock_pattern_lookup [156]
-----------------------------------------------
                0.01    0.33   55176/55176       build_rr_graph [8]
[9]     12.1    0.01    0.33   55176         get_track_to_tracks [9]
                0.01    0.31   65868/65868       get_unidir_track_to_chan_seg [10]
                0.01    0.00  107976/166056      is_sbox [22]
                0.00    0.00   55176/18463104     get_seg_start [13]
-----------------------------------------------
                0.01    0.31   65868/65868       get_track_to_tracks [9]
[10]    11.5    0.01    0.31   65868         get_unidir_track_to_chan_seg [10]
                0.13    0.16   65868/68548       label_wire_muxes [11]
                0.02    0.00 1241988/1421350     get_rr_node_index [18]
                0.00    0.00   65868/218668      insert_in_edge_list [47]
                0.00    0.00   30888/383841      my_malloc [43]
-----------------------------------------------
                0.00    0.00     440/68548       load_sblock_pattern_lookup [30]
                0.00    0.01    2240/68548       get_unidir_opin_connections [24]
                0.13    0.16   65868/68548       get_unidir_track_to_chan_seg [10]
[11]    10.9    0.14    0.17   68548         label_wire_muxes [11]
                0.17    0.00 18096672/18463104     get_seg_start [13]
                0.00    0.00   68548/383841      my_malloc [43]
-----------------------------------------------
                0.00    0.00    1020/15637785     comp_bb_cost [20]
                0.21    0.00 15636765/15637785     try_swap [3]
[12]     7.7    0.22    0.00 15637785         get_net_cost [12]
-----------------------------------------------
                0.00    0.00   29040/18463104     build_rr_graph [8]
                0.00    0.00   29040/18463104     load_chan_rr_indices [37]
                0.00    0.00   29040/18463104     is_cbox [36]
                0.00    0.00   55176/18463104     get_track_to_tracks [9]
                0.00    0.00   58080/18463104     load_sblock_pattern_lookup [30]
                0.00    0.00  166056/18463104     is_sbox [22]
                0.17    0.00 18096672/18463104     label_wire_muxes [11]
[13]     6.0    0.17    0.00 18463104         get_seg_start [13]
-----------------------------------------------
                0.00    0.00      36/315200      comp_bb_cost [20]
                0.07    0.00  315164/315200      try_swap [3]
[14]     2.7    0.08    0.00  315200         get_bb_from_scratch [14]
-----------------------------------------------
                0.06    0.00 3008047/3008047     try_swap [3]
[15]     2.1    0.06    0.00 3008047         update_bb [15]
-----------------------------------------------
                                1553             get_first_pin [16]
                0.00    0.03     361/361         compute_delay_lookup_tables [6]
[16]     1.1    0.00    0.03     361+1553    get_first_pin [16]
                0.01    0.02     477/477         timing_driven_route_net [17]
                0.00    0.00     477/478         load_net_rr_terminals [39]
                                1553             get_first_pin [16]
-----------------------------------------------
                0.01    0.02     477/477         get_first_pin [16]
[17]     1.1    0.01    0.02     477         timing_driven_route_net [17]
                0.02    0.00   22465/22465       get_heap_head [19]
                0.00    0.00  222082/222082      get_rr_cong_cost [46]
                0.00    0.00  222082/222559      get_timing_driven_expected_cost [44]
                0.00    0.00  222082/222559      node_to_heap [45]
                0.00    0.00   22465/22465       free_heap_data [51]
                0.00    0.00   19536/19536       add_to_mod_list [54]
                0.00    0.00     954/954         pathfinder_update_one_cost [65]
                0.00    0.00     477/479         free_traceback [69]
                0.00    0.00     477/477         heapsort [73]
                0.00    0.00     477/477         init_route_tree_to_source [74]
                0.00    0.00     477/477         mark_ends [76]
                0.00    0.00     477/477         add_route_tree_to_heap [70]
                0.00    0.00     477/477         update_traceback [80]
                0.00    0.00     477/477         update_route_tree [79]
                0.00    0.00     477/477         empty_heap [71]
                0.00    0.00     477/477         reset_path_costs [77]
                0.00    0.00     477/477         free_route_tree [72]
                0.00    0.00     477/477         update_net_delays_from_route_tree [78]
-----------------------------------------------
                0.00    0.00     264/1421350     load_rr_indexed_data_T_values [41]
                0.00    0.00     264/1421350     alloc_and_load_rr_indexed_data [40]
                0.00    0.00     956/1421350     load_net_rr_terminals [39]
                0.00    0.00   25078/1421350     build_rr_graph [8]
                0.00    0.00   73920/1421350     get_unidir_opin_connections [24]
                0.00    0.00   78880/1421350     get_track_to_ipins [35]
                0.02    0.00 1241988/1421350     get_unidir_track_to_chan_seg [10]
[18]     0.7    0.02    0.00 1421350         get_rr_node_index [18]
-----------------------------------------------
                0.02    0.00   22465/22465       timing_driven_route_net [17]
[19]     0.7    0.02    0.00   22465         get_heap_head [19]
-----------------------------------------------
                0.02    0.00       2/2           try_place [1]
[20]     0.5    0.02    0.00       2         comp_bb_cost [20]
                0.00    0.00     984/12629702     get_non_updateable_bb [7]
                0.00    0.00    1020/15637785     get_net_cost [12]
                0.00    0.00      36/315200      get_bb_from_scratch [14]
-----------------------------------------------
                0.01    0.00     139/139         try_place [1]
[21]     0.5    0.01    0.00     139         comp_td_costs [21]
                0.00    0.00  159989/25584958     comp_td_point_to_point_delay [4]
-----------------------------------------------
                0.00    0.00   58080/166056      load_sblock_pattern_lookup [30]
                0.01    0.00  107976/166056      get_track_to_tracks [9]
[22]     0.4    0.01    0.00  166056         is_sbox [22]
                0.00    0.00  166056/18463104     get_seg_start [13]
-----------------------------------------------
                                                 <spontaneous>
[23]     0.4    0.00    0.01                 SetupVPR [23]
                0.00    0.01       1/1           check_netlist [31]
                0.01    0.00       1/1           my_srandom [33]
                0.00    0.00     192/383841      my_malloc [43]
                0.00    0.00       6/6           alloc_and_load_grid [110]
                0.00    0.00       5/430         free_matrix [84]
                0.00    0.00       2/171         my_calloc [97]
                0.00    0.00       1/1           XmlReadArch [132]
                0.00    0.00       1/1           read_netlist [165]
-----------------------------------------------
                0.00    0.01    1120/1120        build_rr_graph [8]
[24]     0.4    0.00    0.01    1120         get_unidir_opin_connections [24]
                0.00    0.01    2240/68548       label_wire_muxes [11]
                0.00    0.00   73920/1421350     get_rr_node_index [18]
                0.00    0.00   73920/218668      insert_in_edge_list [47]
-----------------------------------------------
                0.01    0.00   17092/17092       build_rr_graph [8]
[25]     0.4    0.01    0.00   17092         alloc_and_load_edges_and_switches [25]
                0.00    0.00   34184/383841      my_malloc [43]
-----------------------------------------------
                0.00    0.00    1724/4966        alloc_and_load_timing_graph [34]
                0.01    0.00    3242/4966        check_netlist [31]
[26]     0.4    0.01    0.00    4966         is_opin [26]
-----------------------------------------------
                0.01    0.00     511/511         try_place [1]
[27]     0.4    0.01    0.00     511         get_mst_of_net [27]
                0.00    0.00    1022/383841      my_malloc [43]
-----------------------------------------------
                0.01    0.00     124/124         try_place [1]
[28]     0.4    0.01    0.00     124         load_net_slack [28]
-----------------------------------------------
                                                 <spontaneous>
[29]     0.4    0.01    0.00                 dump_seg_details [29]
-----------------------------------------------
                0.00    0.01     121/121         build_rr_graph [8]
[30]     0.2    0.00    0.01     121         load_sblock_pattern_lookup [30]
                0.00    0.00   58080/166056      is_sbox [22]
                0.00    0.00     440/68548       label_wire_muxes [11]
                0.00    0.00   58080/18463104     get_seg_start [13]
                0.00    0.00   21912/21912       get_simple_switch_block_track [52]
                0.00    0.00     440/383841      my_malloc [43]
-----------------------------------------------
                0.00    0.01       1/1           SetupVPR [23]
[31]     0.2    0.00    0.01       1         check_netlist [31]
                0.01    0.00    3242/4966        is_opin [26]
                0.00    0.00    4742/4742        print_netlist [57]
                0.00    0.00     649/649         insert_in_hash_table [67]
                0.00    0.00     139/139         get_next_hash [99]
                0.00    0.00     138/276         load_one_fb_fanout_count [85]
                0.00    0.00       3/171         my_calloc [97]
                0.00    0.00       2/2           alloc_hash_table [124]
                0.00    0.00       2/2           free_hash_table [126]
                0.00    0.00       1/383841      my_malloc [43]
                0.00    0.00       1/437         alloc_matrix [82]
                0.00    0.00       1/1           start_hash_table_iterator [166]
                0.00    0.00       1/430         free_matrix [84]
-----------------------------------------------
                0.00    0.00     138/3022684     try_place [1]
                0.00    0.00 3022546/3022684     try_swap [3]
[32]     0.2    0.01    0.00 3022684         my_irand [32]
-----------------------------------------------
                0.01    0.00       1/1           SetupVPR [23]
[33]     0.2    0.01    0.00       1         my_srandom [33]
-----------------------------------------------
                0.00    0.00       1/1           alloc_lookups_and_criticalities [5]
[34]     0.1    0.00    0.00       1         alloc_and_load_timing_graph [34]
                0.00    0.00    1724/4966        is_opin [26]
                0.00    0.00    5881/6904        my_chunk_malloc [55]
                0.00    0.00    2720/383841      my_malloc [43]
                0.00    0.00     414/437         alloc_matrix [82]
                0.00    0.00     414/430         free_matrix [84]
                0.00    0.00     138/171         my_calloc [97]
                0.00    0.00     138/276         load_one_fb_fanout_count [85]
                0.00    0.00       1/1           alloc_and_load_timing_graph_levels [136]
                0.00    0.00       1/1           check_timing_graph [143]
-----------------------------------------------
                0.00    0.00   15972/15972       build_rr_graph [8]
[35]     0.0    0.00    0.00   15972         get_track_to_ipins [35]
                0.00    0.00   78880/1421350     get_rr_node_index [18]
                0.00    0.00   29040/29040       is_cbox [36]
                0.00    0.00   78880/218668      insert_in_edge_list [47]
-----------------------------------------------
                0.00    0.00   29040/29040       get_track_to_ipins [35]
[36]     0.0    0.00    0.00   29040         is_cbox [36]
                0.00    0.00   29040/18463104     get_seg_start [13]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_node_indices [38]
[37]     0.0    0.00    0.00       2         load_chan_rr_indices [37]
                0.00    0.00   29040/18463104     get_seg_start [13]
                0.00    0.00     244/383841      my_malloc [43]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [8]
[38]     0.0    0.00    0.00       1         alloc_and_load_rr_node_indices [38]
                0.00    0.00       2/2           load_chan_rr_indices [37]
                0.00    0.00     307/383841      my_malloc [43]
-----------------------------------------------
                0.00    0.00       1/478         build_rr_graph [8]
                0.00    0.00     477/478         get_first_pin [16]
[39]     0.0    0.00    0.00     478         load_net_rr_terminals [39]
                0.00    0.00     956/1421350     get_rr_node_index [18]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [8]
[40]     0.0    0.00    0.00       1         alloc_and_load_rr_indexed_data [40]
                0.00    0.00     264/1421350     get_rr_node_index [18]
                0.00    0.00       2/2           load_rr_indexed_data_T_values [41]
                0.00    0.00       1/383841      my_malloc [43]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_indexed_data [40]
[41]     0.0    0.00    0.00       2         load_rr_indexed_data_T_values [41]
                0.00    0.00     264/1421350     get_rr_node_index [18]
                0.00    0.00       6/171         my_calloc [97]
-----------------------------------------------
                0.00    0.00  638248/638248      try_swap [3]
[42]     0.0    0.00    0.00  638248         my_frand [42]
-----------------------------------------------
                0.00    0.00       1/383841      check_netlist [31]
                0.00    0.00       1/383841      alloc_trace_data [59]
                0.00    0.00       1/383841      alloc_and_load_rr_node_route_structs [134]
                0.00    0.00       1/383841      alloc_route_tree_timing_structs [139]
                0.00    0.00       1/383841      init_route_tree_to_source [74]
                0.00    0.00       1/383841      alloc_and_load_rr_indexed_data [40]
                0.00    0.00       1/383841      alloc_net_delay [137]
                0.00    0.00       1/383841      alloc_and_load_timing_graph_levels [136]
                0.00    0.00       1/383841      ReadOptions [176]
                0.00    0.00       1/383841      alloc_lookups_and_criticalities [5]
                0.00    0.00       2/383841      print_rr_node [130]
                0.00    0.00       3/383841      add_to_mod_list [54]
                0.00    0.00       3/383841      alloc_timing_driven_route_structs [141]
                0.00    0.00       4/383841      try_swap [3]
                0.00    0.00       5/383841      alloc_sblock_pattern_lookup [140]
